iata_code,name,latitude_deg,longitude_deg,type,country,country_zh,iso,city,city_alt,kw
PKV,Princess Olga Pskov International Airport,57.781316,28.39384,medium_airport,Russia,俄罗斯,RU,Pskov,,"УЛОО, ЬЛОО, Псков /Кресты"
PES,Petrozavodsk Airport,61.885201,34.154701,medium_airport,Russia,俄罗斯,RU,Petrozavodsk,,"УЛПБ, ЬЛПБ, Besovets Airport, Аэропорт Петрозаводск, Аэропорт Бесовец"
CEE,Cherepovets Airport,59.273601532,38.015800476100004,medium_airport,Russia,俄罗斯,RU,Cherepovets,,"УЛВЦ, Череповец"
VUS,Velikiy Ustyug Airport,60.7883,46.259998,medium_airport,Russia,俄罗斯,RU,Velikiy Ustyug,,Аэропорт Великий Устюг
VGD,Vologda Airport,59.282501,39.944401,medium_airport,Russia,俄罗斯,RU,Vologda,,Аэропорт Вологда
BQT,Brest International Airport,52.108138,23.89676,large_airport,Belarus,白俄罗斯,BY,Brest,,Аэропорт Брест
GME,Gomel Airport,52.527000427246094,31.016700744628906,medium_airport,Belarus,白俄罗斯,BY,Gomel,,
VTB,Vitebsk Vostochny Airport,55.126499176025,30.349599838257,medium_airport,Belarus,白俄罗斯,BY,Vitebsk,,"УМІІ, УМИИ, Vitebsk Southeast, Vitebsk East Airport, Аэрапорт Віцебск, Аэропорт Витебск"
KGD,Khrabrovo Airport,54.89161,20.598559,large_airport,Russia,俄罗斯,RU,Kaliningrad,,"УМКК, Храброво"
GNA,Hrodna Airport,53.602001,24.053801,medium_airport,Belarus,白俄罗斯,BY,Hrodna,,"Grodno Airport, Гро́дна"
MSQ,Minsk National Airport,53.888071,28.039964,large_airport,Belarus,白俄罗斯,BY,Minsk,,"Нацыянальны аэрапорт, Minsk 2 Airport"
MVQ,Mogilev Airport,53.954898834228516,30.09510040283203,medium_airport,Belarus,白俄罗斯,BY,Mogilev,,
ABA,Abakan International Airport,53.740002,91.385002,large_airport,Russia,俄罗斯,RU,Abakan,,"УНАА, Абакан"
BAX,Barnaul Gherman Titov International Airport,53.361285,83.539701,large_airport,Russia,俄罗斯,RU,Barnaul,,"Аэропорт Барнаул, Barnaul West, Mikhaylovka, Novomikhaylovka"
RGK,Gorno-Altaysk Airport,51.969204,85.836539,medium_airport,Russia,俄罗斯,RU,Gorno-Altaysk,,Аэропорт Горно-Алтайск
KEJ,Alexei Leonov Kemerovo International Airport,55.2701,86.107201,large_airport,Russia,俄罗斯,RU,Kemerovo,,
BKA,Baykit Airport,61.676701,96.355003,medium_airport,Russia,俄罗斯,RU,Baykit,,Аэропорт Байкит
EIE,Yeniseysk Airport,58.474201,92.112503,medium_airport,Russia,俄罗斯,RU,Yeniseysk,,"Yeniseisk Airport, Аэропорт Енисейск"
TGP,Podkamennaya Tunguska Airport,61.589699,89.994003,medium_airport,Russia,俄罗斯,RU,Bor,,Аэропорт Подкаменная Тунгуска
VEO,Severo-Yeniseysk Airport,60.373299,93.011703,medium_airport,Russia,俄罗斯,RU,Severo-Yeniseysk,,"Severo-Eniseisk Airport, Аэропорт Северо-Енисейск"
GOY,Tura Mountain Airport,64.333511,100.432892,small_airport,Russia,俄罗斯,RU,Tura,,"УНИТ, Тура / Горный, Tura Northeast"
VAQ,Vanavara Airport,60.356229,102.309641,medium_airport,Russia,俄罗斯,RU,Vanavara,,Аэропорт Ванавара
KJA,Krasnoyarsk International Airport,56.175743,92.485788,large_airport,Russia,俄罗斯,RU,Krasnoyarsk,,Yemelyanovo
KCY,Krasnoyarsk Cheremshanka Airport,56.177584,92.545881,medium_airport,Russia,俄罗斯,RU,Krasnoyarsk,,Аэропорт Черемшанка
ACS,Achinsk Airport,56.269185,90.57511,medium_airport,Russia,俄罗斯,RU,Achinsk,,УНКС
KYZ,Kyzyl Airport,51.669399,94.400597,medium_airport,Russia,俄罗斯,RU,Kyzyl,,
OVB,Novosibirsk Tolmachevo Airport,55.019756,82.618675,large_airport,Russia,俄罗斯,RU,Novosibirsk,,
OMS,Omsk Central Airport,54.963124,73.312418,large_airport,Russia,俄罗斯,RU,Omsk,,Omsk Tsentralny Airport
SWT,Strezhevoy Airport,60.7094,77.660004,medium_airport,Russia,俄罗斯,RU,Strezhevoy,,Аэропорт Стрежевой
TOF,Tomsk Kamov Airport,56.380299,85.208298,large_airport,Russia,俄罗斯,RU,Tomsk,,Bogashevo Airport
NOZ,Spichenkovo Airport,53.811401,86.877197,medium_airport,Russia,俄罗斯,RU,Novokuznetsk,,
DKS,Dikson Airport,73.517807,80.379669,medium_airport,Russia,俄罗斯,RU,Dikson,,Аэропорт Диксон
HTG,Khatanga Airport,71.97810363769531,102.49099731445312,medium_airport,Russia,俄罗斯,RU,Khatanga,,
SES,Svetlogorsk Airport,66.839996,88.403336,medium_airport,Russia,俄罗斯,RU,Svetlogorsk,,
IAA,Igarka Airport,67.437202,86.621902,medium_airport,Russia,俄罗斯,RU,Igarka,,
NSK,Alykel International Airport,69.307951,87.325906,large_airport,Russia,俄罗斯,RU,Norilsk,,
THX,Turukhansk Airport,65.797203,87.935303,small_airport,Russia,俄罗斯,RU,Turukhansk,,
AAQ,Anapa Vityazevo Airport,45.002102,37.347301,medium_airport,Russia,俄罗斯,RU,Krasnyi Kurgan,,"УРКА, ЬРКА, Vityazevo Airport, Анапа / Витязево"
GDZ,Gelendzhik Airport,44.5820926295,38.0124807358,medium_airport,Russia,俄罗斯,RU,Gelendzhik,,Аэропорт Геленджик
KRR,Krasnodar Pashkovsky International Airport,45.034465,39.174215,large_airport,Russia,俄罗斯,RU,Krasnodar,,"Pashkovskiy Airport, Pashkovsky Airport"
GRV,Akhmat Kadyrov Grozny International Airport,43.388106,45.699772,large_airport,Russia,俄罗斯,RU,Grozny,,"Grozny North, Grozny Severny, Grozny, Аэропорт Грозный Северный, Аэропорт Грозный"
MCX,Makhachkala Uytash International Airport,42.816799,47.652302,large_airport,Russia,俄罗斯,RU,Makhachkala,,
MRV,Mineralnye Vody Airport,44.225101,43.081902,large_airport,Russia,俄罗斯,RU,Mineralnyye Vody,,
NAL,Nalchik Airport,43.512901,43.6366,medium_airport,Russia,俄罗斯,RU,Nalchik,,"УРМН, Нальчик"
OGZ,Vladikavkaz Beslan International Airport,43.205101,44.606602,medium_airport,Russia,俄罗斯,RU,Beslan,,"УРМО, Beslan Airport, Аэропорт Беслан, Аэропорт Владикавказ"
IGT,Magas Airport,43.323268,45.012568,medium_airport,Russia,俄罗斯,RU,Sunzha,,"Sleptsovskaya Airport, Ingushetiya Airport, Ingushetia Airport, Аэропорт Магас, Аэропорт Слепцовская, Аэропорт Ингушетия, Nazran"
STW,Stavropol Shpakovskoye Airport,45.10919952392578,42.11280059814453,medium_airport,Russia,俄罗斯,RU,Stavropol,,
ROV,Platov International Airport,47.493888,39.924722,large_airport,Russia,俄罗斯,RU,Rostov-on-Don,,"УРРП, Международный аэропорт Платов"
TGK,Taganrog Yuzhny Airport,47.198333,38.849167,medium_airport,Russia,俄罗斯,RU,Taganrog,,"УРРТ, ЬРРТ, Taganrog South Airport, Аэропорт Таганрог / Южный,"
AER,Sochi International Airport,43.449902,39.9566,large_airport,Russia,俄罗斯,RU,Sochi,,"Adler Airport, Black Sea, Международный Аэропорт Сочи"
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.282843,48.010511,large_airport,Russia,俄罗斯,RU,Astrakhan,,"Astrahan Airport, Narimanovo Airport, Аэропорт Астрахань, Аэропорт Нариманово"
ESL,Elista Airport,46.373901,44.330898,medium_airport,Russia,俄罗斯,RU,Elista,,
VOG,Volgograd International Airport,48.78134,44.339194,large_airport,Russia,俄罗斯,RU,Volgograd,,"Gumrak Airport, Аэропорт Волгоград, Аэропорт Гумрак"
PQS,Pilot Station Airport,61.96169,-162.941944,small_airport,United States of America,美国,US,Pilot Station,,AK10
CEK,Kurchatov Chelyabinsk International Airport,55.303141,61.504927,large_airport,Russia,俄罗斯,RU,Chelyabinsk,,"УСЦЦ, Челябинск, Balandino, Balandino Airport"
MQF,Magnitogorsk International Airport,53.391991,58.755235,large_airport,Russia,俄罗斯,RU,Magnitogorsk,,
SBT,Sabetta International Airport,71.219167,72.052222,medium_airport,Russia,俄罗斯,RU,Sabetta,,"Oil & Gas, Yamal LNG project, Sabetta terminal port, NOVATEK"
BVJ,Bovanenkovo Airport,70.315278,68.333611,medium_airport,Russia,俄罗斯,RU,Bovanenkovo,,"HELIOPS, GAZPROM, LNG"
SLY,Salekhard Airport,66.5907974243164,66.61100006103516,medium_airport,Russia,俄罗斯,RU,Salekhard,,
EZV,Berezovo Airport,63.92100143432617,65.03050231933594,medium_airport,Russia,俄罗斯,RU,,,"Beryozovo Airport, Аэропорт Березово, Аэропорт Берёзово"
HMA,Khanty Mansiysk Airport,61.0285,69.086098,medium_airport,Russia,俄罗斯,RU,Khanty-Mansiysk,,
NYA,Nyagan Airport,62.110001,65.614998,medium_airport,Russia,俄罗斯,RU,Nyagan,,"УСХН, Аэропорт Нягань"
EYK,Beloyarskiy Airport,63.686901,66.698601,medium_airport,Russia,俄罗斯,RU,,,"Beloyarsky Airport, Аэропорт Белоярский, УСХЯ"
OVS,Sovetskiy Airport,61.326622009277344,63.60191345214844,medium_airport,Russia,俄罗斯,RU,Sovetskiy,,"Sovyetskiy Airport, Sovyetsky Airport, Sovetsky Airport, Аэропорт Советский"
URJ,Uray Airport,60.103298,64.826698,medium_airport,Russia,俄罗斯,RU,Uray,,Urai
IJK,Izhevsk Airport,56.834524,53.462172,medium_airport,Russia,俄罗斯,RU,Izhevsk,,Аэропорт Ижевск
KVX,Pobedilovo Airport,58.503883,49.347831,medium_airport,Russia,俄罗斯,RU,Kirov,,Аэропорт Победилово
NYM,Nadym Airport,65.48090362548828,72.69889831542969,medium_airport,Russia,俄罗斯,RU,Nadym,,Аэропорт Надым
NUX,Novy Urengoy Airport,66.06939697265625,76.52030181884766,medium_airport,Russia,俄罗斯,RU,Novy Urengoy,,
NJC,Nizhnevartovsk Airport,60.949299,76.483597,large_airport,Russia,俄罗斯,RU,Nizhnevartovsk,,
PEE,Perm International Airport,57.914501,56.021198,large_airport,Russia,俄罗斯,RU,Perm,,Bolshoye Savino
KGP,Kogalym International Airport,62.190399169921875,74.53379821777344,medium_airport,Russia,俄罗斯,RU,Kogalym,,
NFG,Nefteyugansk Airport,61.108299,72.650002,medium_airport,Russia,俄罗斯,RU,Nefteyugansk,,"УСРН, Аэропорт Нефтеюганск"
NOJ,Noyabrsk Airport,63.18330001831055,75.2699966430664,medium_airport,Russia,俄罗斯,RU,Noyabrsk,,
SGC,Surgut International Airport,61.340501,73.405782,large_airport,Russia,俄罗斯,RU,Surgut,,
SVX,Koltsovo Airport,56.743099212646,60.802700042725,large_airport,Russia,俄罗斯,RU,Yekaterinburg,,
RMZ,Tobolsk Remezov Airport,58.059712,68.347997,medium_airport,Russia,俄罗斯,RU,Tobolsk,,"Tobolsk New, Ремезов, УСТЙ"
TJM,Roshchino International Airport,57.178984,65.327696,large_airport,Russia,俄罗斯,RU,Tyumen,,"УСТР, Тюмень, Рощино, D. I. Mendeleev, Д. И. Менделеева"
KRO,Kurgan Airport,55.4753,65.415604,medium_airport,Russia,俄罗斯,RU,Kurgan,,
ASB,Ashgabat International Airport,37.986801,58.361,large_airport,Turkmenistan,土库曼斯坦,TM,Ashgabat,,Saparmurat Turkmenbashy International Airport
KRW,Turkmenbaşy International Airport,40.062833,53.005085,medium_airport,Turkmenistan,土库曼斯坦,TM,Turkmenbaşy,,"Turkmenbashi, Krasnovodsk, Красноводск"
MYP,Mary International Airport,37.62353,61.895668,medium_airport,Turkmenistan,土库曼斯坦,TM,Mary,,
TAZ,Dashoguz International Airport,41.759853,59.836149,large_airport,Turkmenistan,土库曼斯坦,TM,Daşoguz,,"Tashauz Airport, Dashkhovuz, Dashhowuz, Daşoguz, Dasoguz, Дашогуз"
CRZ,Türkmenabat International Airport,38.930662,63.563982,large_airport,Turkmenistan,土库曼斯坦,TM,Türkmenabat,,"Turkmenabad Airport, Chardzhou Airport, Аэропорт Туркменабат, Аэропорт Туркменабад, Аэропорт Чарджоу, چهارجوی"
DYU,Dushanbe International Airport,38.543746,68.822977,large_airport,Tajikistan,塔吉克斯坦,TJ,Dushanbe,,
TJU,Kulob International Airport,37.988098,69.805,large_airport,Tajikistan,塔吉克斯坦,TJ,Kulob,,Kuylab
LBD,Khujand International Airport,40.215401,69.694702,large_airport,Tajikistan,塔吉克斯坦,TJ,Khujand,,"Khodjend, Khodzhent, Leninabad, Khudzhand"
KQT,Bokhtar International Airport,37.866315,68.864475,large_airport,Tajikistan,塔吉克斯坦,TJ,Bokhtar,,"Kurgan-Tube, Qurghonteppa"
NMA,Namangan International Airport,40.984622,71.5578,large_airport,Uzbekistan,乌兹别克斯坦,UZ,Namangan,,"UTFN, UTKN"
AZN,Andijan International Airport,40.727699,72.293999,medium_airport,Uzbekistan,乌兹别克斯坦,UZ,Andijan,,"UTFA, UTKA, Andijan Airport, Andizhan Airport, Andijon Airport"
FEG,Fergana International Airport,40.358799,71.745003,medium_airport,Uzbekistan,乌兹别克斯坦,UZ,Fergana,,"UTFF, UTKF"
NCU,Nukus International Airport,42.4884,59.623299,large_airport,Uzbekistan,乌兹别克斯坦,UZ,Nukus,,"Nokis, UTNN"
UGC,Urgench International Airport,41.58274,60.64338,large_airport,Uzbekistan,乌兹别克斯坦,UZ,Urgench,,UTNU
NVI,Navoi International Airport,40.117599,65.172658,medium_airport,Uzbekistan,乌兹别克斯坦,UZ,Navoi,,UTSA
BHK,Bukhara International Airport,39.775319,64.482279,large_airport,Uzbekistan,乌兹别克斯坦,UZ,Bukhara,,"UTSB, Buhara, Buxoro"
KSQ,Karshi Airport,38.802246,65.773068,small_airport,Uzbekistan,乌兹别克斯坦,UZ,Karshi,,"Qarshi Airport, UTSK"
SKD,Samarkand International Airport,39.701842,66.981467,large_airport,Uzbekistan,乌兹别克斯坦,UZ,Samarkand,,UTSS
TMJ,Termez Airport,37.287261,67.311869,medium_airport,Uzbekistan,乌兹别克斯坦,UZ,Termez,,UTST
TVT,Tashkent-Khumo International Airport,41.312889,69.395535,medium_airport,Uzbekistan,乌兹别克斯坦,UZ,Tashkent,,"Tashkent Vostochny Airport, Tashkent East, Humo"
TAS,Tashkent International Airport,41.2579,69.281197,large_airport,Uzbekistan,乌兹别克斯坦,UZ,Tashkent,,UTTT
OMN,Zomin Airport,40.01402,68.41103,medium_airport,Uzbekistan,乌兹别克斯坦,UZ,Zomin,,"UTTZ, Zaamin"
KMW,Kostroma Sokerkino Airport,57.796902,41.019402,medium_airport,Russia,俄罗斯,RU,Kostroma,,Аэропорт Кострома Сокеркино
KLF,Grabtsevo Airport,54.5499992371,36.3666687012,medium_airport,Russia,俄罗斯,RU,Kaluga,,Аэропорт Грабцево
IWA,Ivanovo South Airport,56.93939971923828,40.940799713134766,medium_airport,Russia,俄罗斯,RU,Ivanovo,,"Ivanovo Yuzhniy Airport, Ivanovo Yuzhny Airport, Аэропорт Иваново Южный"
RYB,Staroselye Airport,58.104198,38.929401,medium_airport,Russia,俄罗斯,RU,Rybinsk,,"Аэропорт Староселье, ЬУБК, УУБК, Рыбинск"
BZK,Bryansk International Airport,53.214403,34.175965,medium_airport,Russia,俄罗斯,RU,Bryansk,,"Аэропорт Брянск, УУБП"
ZIA,Zhukovsky International Airport,55.553299,38.150002,large_airport,Russia,俄罗斯,RU,Moscow,,"Аэропорт Раменское, Zhukovsky Air Base, Gromov Flight Research Institute, Лётно-исследовательский институт имени М. М. Громова, ЛИИ, Ramenskoye, Ramenskoye Airport"
DME,Domodedovo International Airport,55.408798,37.9063,large_airport,Russia,俄罗斯,RU,Moscow,,"MOW, Аэропорт Домоде́дово"
IAR,Golden Ring Yaroslavl International Airport,57.560699,40.157398,large_airport,Russia,俄罗斯,RU,Tunoshna,,
SVO,Sheremetyevo International Airport,55.976858,37.41121,large_airport,Russia,俄罗斯,RU,Moscow,,"УУЕЕ, Москва, MOW, Международный аэропорт Шереметьево, Alexander S. Pushkin"
KLD,Migalovo Air Base,56.82469940185547,35.7577018737793,medium_airport,Russia,俄罗斯,RU,Tver,,
CKL,Chkalovskiy Air Base,55.8783,38.061699,medium_airport,Russia,俄罗斯,RU,Moscow,,"Chkalovsky Airport, Аэродром Чкаловский"
EGO,Belgorod International Airport,50.643799,36.590099,medium_airport,Russia,俄罗斯,RU,Belgorod,,
URS,Kursk East Airport,51.750599,36.295601,medium_airport,Russia,俄罗斯,RU,Kursk,,"УУОК, ЬУОК, Kursk Vostochny Airport, Курск / Восточный"
LPK,Lipetsk Airport,52.702801,39.5378,medium_airport,Russia,俄罗斯,RU,Lipetsk,,"УУОЛ, Липецк"
VOZ,Voronezh International Airport,51.814324,39.230948,medium_airport,Russia,俄罗斯,RU,Voronezh,,"УУОО, Chertovitskoye Airport, Chertovitskoe Airport, Аэропорт Воронеж, Аэропорт Чертовицкое"
TBW,Donskoye Airport,52.806099,41.4828,medium_airport,Russia,俄罗斯,RU,Tambov,,
VKO,Vnukovo International Airport,55.591499,37.261501,large_airport,Russia,俄罗斯,RU,Moscow,,"MOW, Международный аэропорт Внуково"
UCT,Ukhta Airport,63.566898,53.804699,medium_airport,Russia,俄罗斯,RU,Ukhta,,
INA,Inta Airport,66.053372,60.105786,medium_airport,Russia,俄罗斯,RU,Inta,,Аэропорт Инта
PEX,Pechora Airport,65.121101,57.130798,medium_airport,Russia,俄罗斯,RU,Pechora,,
USK,Usinsk Airport,66.0047,57.367199,medium_airport,Russia,俄罗斯,RU,Usinsk,,
VKT,Vorkuta Airport,67.488602,63.993099,medium_airport,Russia,俄罗斯,RU,Vorkuta,,
